lord_id,name,alliance_id,alliance_tag,town_center,home_server,power,map_id,units_killed,faction,merits,highest_power,legion_power,tech_power,building_power,hero_power,units_dead,units_healed,city_sieges,defeats,victories,scouted,gold,wood,ore,mana,gems,resources_given,resources_given_count,helps_given,gold_spent,wood_spent,stone_spent,mana_spent,gems_spent,killcount_t5,killcount_t4,killcount_t3,killcount_t2,killcount_t1
9712192,White  Bear,240040,NTS,25,49,118797239,24065,1091714848,Wilderburg,-,135481819,62516070,31732531,18680998,5867640,2386917,481178511,398,43379,147522,168,262452789,166143509,302731385,666831689,245,572294198,117,34176,4934126644,5284192051,3537970977,3007406025,-,347389832,642150755,21429828,10404643,70151408
4269351,Jw Child,305335,WB_A,25,249,118740122,24065,594447092,League of Order,-,128856902,59503343,31732531,18680998,8790390,2511202,577683047,207,96504,304566,657,3895157660,4187313302,2892765943,7041463494,6478,523465646,108,292871,13074970982,13302103920,9268156666,8614529512,-,257517691,210955985,6858704,3044588,115819424
15196069,Kosame ᶜʰⁱⁿᵖᵘ,267593,NxW,25,375,118650968,24065,516413449,League of Order,-,134298738,59700719,31732531,18680998,8536720,3655695,379185551,1131,127194,101223,714,1130483831,542209499,792827622,3699714257,1379,6279169346,1262,122831,19741715773,15320539192,14040281481,9066132413,-,154277452,308899478,15989801,5914389,30707471
9674767,Muzân,305335,WB_A,25,249,118634955,24065,702045980,League of Order,-,136183331,60581516,31732531,18445108,7515800,2800531,425577087,135,52973,259099,413,2079212010,2072808136,1265738074,3311925966,3650,470000013,99,99426,8166140389,7973271380,6275795575,4616485636,-,304874456,321975847,10102318,4666179,60351895
1506286,ᴡɪɴᴅJ3sterJ,270514,WInd,25,381,118595350,24065,191905834,League of Order,-,118595350,58979611,31732531,18680998,9202210,3178434,280844378,633,76480,61943,270,1350086188,1278001920,829495265,1096287040,490,37037165,10,62889,7203052064,7504846198,4869830203,4643547865,-,96550869,78636498,1030294,1075887,14277950
15039904,Keiff,267593,NxW,25,375,118535339,24065,264238073,League of Order,-,118535339,60212020,31732531,18680998,7909790,3534758,329761130,265,86308,121481,401,165986132,153985562,148950766,567491419,450,33177410,22,65372,18873364009,20330411023,15457803678,12167359639,-,124716874,118158473,4423786,1807803,15064032
10857378,쉴드파피ˢʰᶦᵉˡᵈ亗ᶠᴬᶠᴵ,339030,wAo,25,92,118501646,24065,618646458,Springwardens,-,149746844,58831657,31732531,18680998,9306670,3917267,717720200,298,214667,281573,384,1465531921,1805642509,607361197,2889544125,61,4741602608,976,128895,19157381532,19579941864,11120619007,10968597088,-,405346776,170400869,6765268,4270036,31729731
12577400,ᴮᵃᵗᵗˡᵉKoala,267593,NxW,25,375,118476842,24065,598717143,Wilderburg,-,118477292,61249543,31732531,17646088,7848680,893862,442478866,313,58853,112731,1153,440006665,872195154,988362186,2490398408,109,780554153,234,186213,13193801321,14975343386,11948076643,9247766962,-,194297089,326974655,14274743,9816525,53262092
10678470,ᵂᴮ ʚNooHɞ,305335,WB_A,25,249,118446788,24065,636919346,League of Order,-,118453668,59313669,31732531,18680998,8719590,2175994,509967544,158,69062,443773,644,459686574,811577194,625492090,6843002582,321,5029557227,1009,80042,14394920472,18008264006,13730822263,10059451829,-,423817552,119835171,7043649,5407348,80778249
8350805,Green  㞧,267593,NxW,25,375,118432690,24065,451668743,League of Order,-,118432690,59918201,31732531,18680998,7820960,3790048,298644409,413,126951,146335,600,351807746,443034723,275617454,1510100357,109,1709261443,476,92361,9384645906,10328456364,4633837817,5353608321,-,201327926,185882620,10194829,5968989,48120689
9973482,ᴡɪɴᴅ V13 Tigers,270514,WInd,25,381,118396616,24065,718663683,League of Order,-,122182916,59630057,31732531,18601498,8432530,3252033,391210536,187,29296,236082,285,1227558148,1637788785,1293888125,3299388098,257,15000000,3,116942,8897726110,10470410535,7875096968,6170374770,-,263044681,398284786,2322369,4694853,50232472
1267662,Ƥo,275330,BTX',25,99,118380283,24065,800406107,League of Order,-,150348322,58238794,31732531,18680998,9415960,1149190,599818637,447,100884,265778,888,4019448340,4041131651,2458176145,6469959077,259,4952707277,1007,115016,10331778346,11261620730,6954334383,5183492882,-,408294892,250274995,13634171,4481079,123493518
1485262,mатcна ᵉ ⁱ ˢ,302194,TFS,25,40,118282512,24065,629232746,League of Order,-,135475309,59029893,31732531,18680998,8826290,2478281,488895129,307,83703,386125,583,645665053,671647578,682527499,3418705489,43,12600000,3,104880,9297842033,9169032576,5857868902,5974486429,-,429237302,138803717,4893272,6575622,49531302
11618193,ᴊᴀᴋᴀᴛᴛᴀ 彡,267593,NxW,25,375,118282360,24065,525681651,League of Order,-,119629790,59449821,31732531,18680998,8419010,3078079,447176123,327,75203,196455,840,1807907785,1932658768,1359354865,4527933979,1524,163436007,38,147456,12949168321,14034986283,9682140536,7819921191,-,228306373,216831374,7506285,6708948,66239254
5112023,Sinister1,284990,R4GE,25,51,118274428,24065,160403248,Wilderburg,-,118274428,61257112,31732531,17063855,8220930,644180,229998544,42,62973,57919,799,155148440,146596554,218725580,301693736,136,6851107,3,65567,4713168150,5081801537,3573307311,3488592691,-,50551648,106045556,444663,130827,3186693
10712546,ᴴᴬᴴᴬ Regis,275330,BTX',25,99,118250427,24065,502645247,League of Order,-,118433027,57254048,31732531,18680998,10582850,3844754,490717574,1043,138912,177759,1356,1204080078,452051805,273931357,2294367924,5443,1142493895,261,90257,10492038973,10158950027,6181524314,5412836114,-,219453817,220195831,14293859,4855169,43450932
2374803,TheDeeTee,275330,BTX',25,99,118136149,99,529155585,Wilderburg,-,144177305,57869495,31734406,18680998,9851250,2995126,426957914,866,63027,173805,916,463452755,511927013,371276756,988201288,139,388683189,93,70412,6404935642,7283909041,4925094888,4143671055,-,299937622,137816022,1946246,1559592,87597138
1068053,ʚiɞ Båby Scär ʚiɞ,196321,WTF,25,16,118022577,24065,209005248,Springwardens,-,118911845,60912658,31732531,18680998,6376390,3434168,270877494,21,40011,120266,87,2717639302,2959952238,1679714590,2196546448,25708,2303746173,656,87152,7788956861,7650839418,3541871900,4260935035,-,108853562,67041794,529121,178668,32340705
1283869,oKapriSzno,302194,TFS,25,40,118015975,24065,558837073,Springwardens,-,127729228,59999581,31734406,18680998,7600990,3620552,392065117,1033,80968,171231,551,263705377,206994594,176895701,703395944,1481,4483737218,906,57926,8946893928,6605707037,6797486021,4183417268,-,221686081,268174519,20851602,5431381,41626429
9561081,ᵇᵉᵗᵃ KaiserBlackᵛⁿ,240040,NTS,25,49,118008831,24065,1189760651,League of Order,-,118037031,59981682,31732531,18384178,7590440,1913923,525223229,351,63110,443478,2540,1036855037,1291110465,784037758,4677909816,86604,9499756156,2015,83642,13586794289,15724559833,12305776175,6514747175,-,378277923,650242869,18068369,13738050,129390470
1847358,ˢⁱᵍᵐᵃShuriK,240040,NTS,25,49,117998125,24065,356816624,League of Order,-,128216186,59186426,31732531,18405358,8666600,2418634,532844883,89,87811,309831,225,446949798,476669617,697880583,3851323780,29,22918872,13,122117,8701805437,8858464776,5940285551,5390891384,-,228720701,76081691,1157219,4514521,46265401
11228969,ᵃˡᵖʰᵃZziDong,240040,NTS,25,49,117910873,24065,298365797,League of Order,-,117989773,61053144,31732531,18423928,6701270,2576041,414293348,71,57419,241744,372,1592166888,2470557699,1726048119,3773662157,10678,504903382,106,96566,8279185290,11975813911,8680593792,5710240966,-,152027566,82978292,3769385,4009129,55539096
5380908,ᵘᵒᵘKaTouR,275330,BTX',25,99,117884658,24065,500215321,League of Order,-,122165138,58889989,31732531,18680998,8581140,1444877,486470456,291,59772,268975,1140,2078398425,3513478948,2343879682,2543191684,200,-,-,108634,6455129470,8379681089,4565231638,4144027213,-,241558499,178098396,3439745,2046826,74846777
16522251,ᶠʷIlluminatiᶜˡᵐ,275330,BTX',25,99,117839241,24065,1055597455,League of Order,-,166257449,57770712,31732531,18680998,9655000,2779359,513957456,674,77287,238352,411,795406209,1106059842,773270948,5596210697,699,1917474855,389,110457,27916290658,28726168137,22012548261,16699055756,-,358220379,639811932,17638620,6583304,32984500
10773684,OtterMongol수달,339030,wAo,25,92,117803744,24065,686865091,League of Order,-,128056242,60548295,31732531,18325858,7197060,6178427,454723354,520,117258,206929,676,1044758001,863689196,812372486,2935053302,210,325363363,93,55299,9207976920,8821268439,5045931671,5481852596,-,309266234,316349555,17708784,12101353,31096035
1326295,BLACK Jamal,302194,TFS,25,40,117764683,24065,415509745,Wilderburg,-,117942283,60931944,31732531,18680998,6419210,4993475,321699659,952,101846,113175,667,104916464,115661288,159163374,942857270,31,3089985091,669,46802,7440891889,7582622878,4907814382,4681547627,-,160608652,195952540,12746623,7413921,37889451
11539247,ˢᶦᵍᵐᵃN O D A M,240040,NTS,25,49,117712612,24065,1388157184,Wilderburg,-,134309612,58931833,31732531,18680998,8237250,1394038,596182820,693,37448,210740,405,2391957145,2379797140,1404172694,6107325855,6942,137403056,30,215416,10748258388,10762543207,7721305192,6177169502,-,484437946,657395620,55885660,20845436,169178812
124604,ᴴʸᵖᵉʳ TitaniumXSus,267593,NxW,25,375,117662254,24065,566991526,League of Order,-,117662254,59036115,31732531,18680998,8212610,2314578,355662545,182,50334,284695,426,2663270958,3279303886,2004512515,3019288404,4230,137129164,39,106092,5640058378,6049544788,3762958145,3559334808,-,207168634,316493340,7213740,2102487,33801399
1283319,Ragnar666,339030,wAo,25,92,117629183,24065,953162783,League of Order,-,124635551,60612824,31732531,18561748,6722080,3278387,612345528,798,123542,452907,1326,2072804318,1575328619,1116695508,4349200111,32549,49977726,34,107881,9031528615,8607192720,7054549284,6131940287,-,585488664,231354657,22350594,10527023,102753996
260957,Took her to the O,196321,WTF,25,16,117626191,24065,596145664,League of Order,-,117626191,59733832,31732531,18680998,7478830,3345019,437402925,823,65230,163887,872,3831957137,3075314888,3296404242,1259466642,305,12500834605,2609,84363,11727771374,11026085729,8500172602,3905068050,-,196780935,234179477,29225461,11512355,123412633
4760288,Mariosrom,302194,TFS,25,40,117457541,24065,1721084538,Springwardens,-,118978001,59929102,31732531,18680998,6986910,1525511,848379602,1116,94917,232506,660,2026733820,2607898926,1551888703,4588309900,30968,87600254,26,164396,16020933432,16420153067,9570615135,7768681572,-,393672722,982230308,78625805,65691800,200056816
8408809,Mr EFRAIN,362083,FOMO,25,16,117451943,16,524723887,League of Order,-,117451943,60980829,31734406,18680998,6055710,595520,254911095,182,36631,102574,398,713481221,793500738,576981688,947334658,561,63927604,16,90241,3214034837,3227830951,2430435406,2340588290,-,130789147,314513251,31114773,22900807,25075924
15041878,Rylaz,267593,NxW,25,375,117297069,24065,676856969,Wilderburg,-,123906215,58304440,31732531,18680998,8579100,3720083,393575430,1129,81400,196747,1033,950105706,742869711,594144865,4324593763,48,1051510731,288,178655,18891413937,14151699478,12703107321,9404060318,-,234200038,280457475,7710837,2509394,151736024
11208555,ᵍᵃᵐᵐᵃ Hoong dalja,240040,NTS,25,49,117291163,24065,563949792,League of Order,-,117299163,59338664,31732531,18680998,7538970,2842792,494899137,112,77893,318910,525,1579647455,2036418048,1490439468,3757265448,234,351848447,73,115282,8000813742,10518255160,6940371069,4813408310,-,330543831,152912296,2163013,2450283,75862092
3624622,MortyMan 彡,267593,NxW,25,375,117200451,24065,302615542,League of Order,-,117248901,60476832,31732531,18307288,6683800,2345707,391525590,308,87582,202610,773,1226719479,1498610964,839612283,1290512097,3872,338283018,77,103076,5420600304,5958489877,3524405154,3400701023,-,203752754,70663877,2473808,2449418,23167769
2299365,ᴿᴵᴾ Void,284633,DawN,25,46,117184107,24065,329058984,League of Order,-,117184107,59818408,31732531,18680998,6952170,2449566,309881067,124,57989,118125,143,1185487269,2301193293,374222726,2774593730,-,3236827784,652,52677,8005159442,9440944189,4758983130,4427468826,-,128066835,179573443,2533380,782850,18008745
9713469,베르 ᴮᵉʳ,339030,wAo,25,92,117120069,24065,418329137,League of Order,-,134432419,59870560,31732531,18680998,6835980,4909628,537088766,27,140894,291135,135,1625807140,2635222535,1327391658,3013452280,28649,10000000,2,125362,10906435357,12452155781,8285627308,7402612617,-,285642650,112130157,2809196,1400097,16266600
3089717,Hoxygen2,284990,R4GE,25,51,116943977,24065,413564213,League of Order,-,117558538,58491958,31732531,18680998,8038490,1622729,346984152,232,29913,109925,377,1936845759,2287054917,1587283879,1943174664,235,882193497,184,84336,7219845794,7369894689,5173827313,4246177770,-,109015346,242774874,6253376,1192936,54215746
7304672,Aaxana,302194,TFS,25,40,116905734,24065,417040454,Wilderburg,-,117401394,59370945,31732531,18680998,7121260,2917420,394766253,282,52447,184796,504,3365978312,2426873544,2335877500,3911487272,20,351974105,72,108108,11963438566,6525516124,6892164245,5834559694,-,223256269,113741509,1416811,1741626,76799505
10343931,강력맨의주유소ivy,305335,WB_A,25,249,116878647,249,821867300,Wilderburg,-,145658910,57201613,31734406,18680998,9261630,15924916,678078687,1825,235959,175154,1242,850510267,784604912,295023676,2623699362,477,3632826496,729,108998,28714714644,26744396757,9776544743,14111786347,-,399654190,333803999,9542150,3783141,74553241
2786549,ᵀᴴᴱ ʀᴀᴍᴘᴀɢᴇ,339030,wAo,25,92,116829314,24065,254777426,League of Order,-,123340144,60684115,31732531,18307288,6105380,1849179,322364820,9,93502,185918,78,2204406225,3492285001,2510942301,4228662533,222,19000000,4,92516,8606741179,9713513160,7625143135,6189531318,-,174561565,58878548,1423008,368029,19493684
6554196,EIettra,339030,wAo,25,92,116632910,24065,759830000,League of Order,275098,132311020,58628281,31732531,18267538,7940560,2236999,534834585,59,66390,460295,349,2506087941,2021872725,1834216067,7985356598,113153,1275005165,258,108012,14235372069,13394622540,10694849549,9098028713,-,485144228,191839881,3194661,4396436,75228447
12097080,Makima ᴼᴾᴾᴬ ᴺᴬᴾᴬ,305335,WB_A,25,249,116630216,24065,648239892,Wilderburg,-,141658880,56005157,31732531,18680998,10202740,5929894,589804917,716,137326,130645,1016,2425458668,1482061434,1381086021,5354786290,5394,2648217737,532,137452,23378566962,20910152349,14440248765,12703487686,-,315123825,174133236,4614509,3848547,150244466
14986762,Dza92,267593,NxW,25,375,116619835,24065,293784313,League of Order,-,145751545,57975726,31732531,18680998,8223620,7002355,420412322,657,146406,86305,286,1373190857,1188812241,879726896,1318120207,40,1851837,2,78837,25659448427,25840536298,15966598971,15347553560,-,165183337,107563889,3168437,1563620,15800533
13825848,벌꿀오소리삼촌,305335,WB_A,25,249,116470826,24065,377337770,Wilderburg,-,116470826,59636047,31732531,17787858,7314390,4363004,363513877,167,150536,92498,430,1537437470,1744188836,490552646,1839825299,1954,1152917707,271,78039,13351598095,13181464469,5343510060,5985734552,-,163123255,185600144,4910243,1820747,21835434
1887134,windHollarte,270514,WInd,25,381,116469103,24065,170088925,League of Order,-,116469103,58199664,31732531,18521998,7886910,3160060,308643900,239,42584,116746,476,3589810082,4235117318,2316046886,1747224644,-,22040140,8,107652,5539399857,7254921824,4537302555,3759632337,-,73307247,81820432,3189415,2215385,9208963
37360,meowcita 㞧,267593,NxW,25,375,116445144,24065,544670649,League of Order,-,127551144,58549615,31732531,18267538,7895460,3929202,437127685,460,105048,202313,393,1164819703,1399856267,792562345,3413125439,296,996325557,208,56282,9857150528,9358438041,6119962818,5804698033,-,272544567,181842602,7101178,2254867,80630086
10435759,ᴵᴿᴼᴺ Pool,305335,WB_A,25,249,116355823,24065,748798947,League of Order,-,123581645,57888539,31734406,18680998,8051880,3983257,471686931,240,111531,261865,513,1092078260,645249513,617011319,3484738976,10034,626560030,129,110111,9207252080,11211042779,6678378057,6269659604,-,313643540,362602160,20362988,7525251,44594489
10000390,Ardys,302194,TFS,25,40,116342149,24065,506319767,League of Order,-,118948259,57600070,31732531,18680998,8328550,749374,559736062,154,79054,264720,200,3400025512,3485570069,1993718581,3512472050,116313,1253053107,252,178202,11761250336,12652220855,8078728795,6333344213,-,242942141,201802931,3325571,2622680,55566491
3208422,AzerTy,284990,R4GE,25,51,116311408,24065,199843395,League of Order,-,116311408,58272709,31732531,18680998,7625170,1251275,265083088,77,44423,106054,380,3084164537,3083754777,2159686348,2150316271,83,27501873,15,107814,5936865466,6486238383,3926396815,4108096572,-,50074246,140275382,4139661,1284235,4010639
4394019,Atlantian,196321,WTF,25,16,116224731,24065,195259599,League of Order,-,116322261,57872692,31732531,18503428,8116080,1211325,369745777,56,64288,131183,442,3206292693,3241742826,2125816418,4234979174,960,-,-,110708,11250282136,13788005863,8498036465,7084613654,-,110336567,76244563,406061,332858,7915597
11175937,ᵃˡᵖʰᵃ 9 9 9,240040,NTS,25,49,116025919,24065,346102357,League of Order,-,127770649,58853860,31732531,18267538,7171990,1853376,440834744,361,61450,249933,364,2057322089,1905685875,1680498178,6043852885,110,253300001,53,196250,12954682545,14079333061,8683988670,6823158117,-,190457262,118232934,6498470,6478161,24360172
9626904,Seguri,270514,WInd,25,381,115969072,24065,544463322,League of Order,-,115969072,58681013,31732531,18442498,7102900,876152,292791973,250,32912,153681,521,1593020503,1703726301,894565003,2133179551,24877,565649720,137,109886,8472303316,9087773779,6444264503,5311412174,-,96341012,368952992,7196197,5995931,65862398
11203377,ᵇᵉᵗᵃ Naaa choba,240040,NTS,25,49,115819417,24065,555666365,League of Order,-,121628397,57094438,31732531,18680998,8311450,4304070,538877052,688,171969,190307,918,562265366,620562625,170392610,2765371741,170,2629391655,559,109893,20448417850,23374763061,12851257451,13842216934,-,271751423,162656041,17069154,13754755,90159780
1367502,ƤˢᶦSaulTBawlz,305335,WB_A,25,249,115808786,24065,829681453,Springwardens,-,143982474,56365367,31732531,18680998,9029890,6520840,763728549,219,160819,169447,386,4541611289,4344417443,2362974677,7522058922,11074,25000000,5,141518,16639957716,15611326578,8692029522,9573016619,-,408697325,319845070,16146319,11061093,73724993
8739496,Varandini,196321,WTF,25,16,115522926,24065,171344624,League of Order,-,115522926,55203657,31732531,18680998,9905740,639220,302624921,74,40296,65483,1456,3623379082,3972811459,2535276054,2310932161,26261,7823078,11,132319,8578049496,8869227718,5942492008,5027424879,-,60964444,92361808,2607902,665322,14716610
4628186,PulsarMIB,284990,R4GE,25,51,115515189,24065,161139928,League of Order,-,115566459,57611370,31732531,18680998,7490290,296487,193300791,5,31409,64620,102,1233350037,1398891303,2114995290,2096590954,40,15000000,3,95425,4790124200,5113812301,3802785580,3707068328,-,44141459,102921126,685494,154769,13228362
10557683,ᵂᴮ ʜᴇɪʏᴀ,305335,WB_A,25,249,115503803,24065,301824764,Wilderburg,-,115503803,56895374,31732531,18386788,8489110,5843194,461884120,350,120868,228918,611,1190390361,1018846924,813409166,4015033454,2452,14077031,6,139652,12246024591,12558100756,9172307310,7589930864,-,183175608,94894059,4054600,2228124,17343080
2563699,ˢᶦᵍᵐᵃandrei35,240040,NTS,25,49,115480026,24065,311918944,League of Order,-,115480026,58771387,31732531,17846178,7129930,1104032,328898003,34,42660,200592,11,3308404377,4221676793,2583942386,3429815418,2030,31380070,10,127495,5902801935,8504795969,5833828461,4551524051,-,131872816,159813102,702696,2922200,16610944
6888169,ᴿムᴳᴱ Porthos,284990,R4GE,25,51,115417029,51,187136379,League of Order,-,115422159,58033440,31732531,18680998,6970060,1615935,320094157,662,55303,79047,2294,1002144082,927537875,798947235,894329545,10318,27308241,10,89721,5317380517,5419217252,3977164994,3232049968,-,70260495,82071960,3337729,2944060,27693405
13443093,캣 수,305335,WB_A,25,249,115279385,24065,502988038,Springwardens,-,122316005,56835086,31732531,18680998,8015570,1485118,265631161,443,79240,98935,262,1078731044,1082421326,744060339,2290169388,6390,2216736265,451,111753,9765121397,10273600924,6226070503,4689291082,-,106187839,334536495,7948733,1769041,52398280
10033772,강남역6번출구,270514,WInd,25,381,115267314,381,145681226,League of Order,-,115272874,59082565,31732531,18503428,5948790,1904799,322742046,550,33437,112641,1073,1887559826,2213838537,1470340020,1609129078,256,49227320,18,53216,7993979881,9528423914,6228029166,4410005676,-,48486318,81491044,4561158,3189592,7814404
10361692,ᵂᴮ처음이슬처럼,305335,WB_A,25,249,114936422,24065,436782307,League of Order,-,134081032,55700453,31732531,18680998,8502440,5262183,400281060,356,105070,308170,178,1334486676,1296862705,769152032,4536604306,7320,-,-,82516,10128730166,11772779635,8278814755,7604502123,-,276798215,133886664,8615545,3998348,13448360
10642939,Duy Bảo ˢˢᴳ,302194,TFS,25,40,114918680,24065,738649702,League of Order,-,172269162,55945091,31732531,17787858,9453200,3744866,401982962,1046,78910,201933,1861,638763699,526999697,576503197,2896451593,37,409939718,82,64485,10864055749,9598571613,6880083518,6619915945,-,304569335,343084904,6235894,1650649,82631111
3387416,ᴿムᴳᴱ Calimerowar,284990,R4GE,25,51,114823087,24065,200820980,Wilderburg,-,114823087,56259228,31732531,18680998,7870330,1225073,323640911,129,42935,87005,694,2284684693,2254873959,1527847802,2242414995,1929,35708478,13,104823,8752837711,7684952116,6104078506,4658524577,-,44521223,123897274,2839390,1293452,28130658
2149162,Grey Lady Drago,284633,DawN,25,46,114760511,24065,119600848,League of Order,-,114760511,58969806,31732531,15605914,8452260,2457549,249177828,44,48037,49300,729,258229304,264208739,147497945,738968107,1380,850600000,178,247471,10758472340,10498636833,7253182193,6361348638,-,33363253,80280489,499128,320806,5047045
9428609,ᴛɢʀ Sunabe,339030,wAo,25,92,114666765,24065,402568083,Wilderburg,-,125937995,54954836,31732531,18680998,9298400,5261377,512954677,83,171831,151989,365,2510102192,2346331329,1412638803,5349847957,22070,243893026,54,237062,14646318128,14768018727,7634007034,8379187256,-,175668056,188816453,3555206,1142743,33365087
15058966,Ȼryptiȼ ᶻᵉᵖʰʸʳ,267593,NxW,25,375,114552135,24065,412981109,League of Order,-,114552135,57483696,31732531,18267538,7068370,2159274,247459856,423,45499,185991,382,1013855694,1261353577,1131358883,4629548052,1396,6000000,2,105847,9998516018,10818458435,6646978003,5482776982,-,139540666,195621159,8719104,1591799,67403538
11426176,ImpatientPlayer,284633,DawN,25,46,114338376,46,93951426,League of Order,-,115010036,54100887,31732531,18680998,9823960,2469664,216842748,100,32556,91208,136,1251810446,1445607726,1220971193,1133988670,6754,163250000,33,81184,6868607736,7967916152,5555139803,4712328387,-,27620117,50832792,820391,471070,14113050
1250222,JINX XNIJ,265928,FAFo,25,40,114293791,24065,339556249,League of Order,-,119696910,57800907,31734406,18680998,6077480,4897551,302173767,140,71413,87508,370,2016611020,1781130679,1320977771,2281547878,1682,890707243,189,96862,5386543175,5349658900,3134308689,3306204622,-,92525414,181104108,2290475,1241272,62283368
11056648,ᴵᴬᴹ 王林 ᴺᵘᵐᵇᵉʳ 69,339030,wAo,25,92,114179104,24065,751538959,League of Order,-,124530654,54407725,31732531,18680998,9045850,2494501,486313400,312,76449,250844,703,1292290407,902180294,964125437,3813917785,15505,993723530,203,105881,8123108992,7658073125,4765224636,4519795744,-,319957919,278948352,13024803,5919378,133608407
10407073,ᵂᴮ 꼬미몽,305335,WB_A,25,249,114030364,24065,577097709,League of Order,-,134574679,55376425,31732531,18325858,8595550,2246681,522494446,240,95437,413365,74,2141675454,1577317676,960075004,5490982972,685,-,-,125510,12486754292,13314835746,8446929812,8138350134,-,345578664,174664415,9253043,6802406,40775515
3195253,ᴳʳᵉʸ SERIѺUSLY,284633,DawN,25,46,114028465,46,493825530,Springwardens,-,114028465,55646610,31066169,18680998,8599160,159884,473932335,21,33766,115497,401,4512974751,4497342329,2841695869,3140644174,42790,2465308694,501,157237,9771806981,9445674937,6438700232,4932305881,-,11592652,390666607,4122550,571229,86862061
10078410,Babymonster Rami,305335,WB_A,25,249,114018304,24065,598786737,League of Order,-,146171887,54767616,31366440,18543178,9197070,3635059,614039651,233,212356,183992,1706,2387494899,1816776625,1217936808,5787508048,241,213751712,50,96088,17431814418,16933471782,8970292876,9763832923,-,332508124,214151027,4220091,2512780,45330641
3512726,I n K,196321,WTF,25,16,114012195,24065,277931131,League of Order,-,114012195,55408006,31732531,17548018,9195640,1247104,373127889,193,39064,156282,1009,4356939495,4449784257,1963243986,2579456573,2807,334750,1,132143,7779009965,9054110219,5779937181,4817974490,-,113873120,117914165,2220102,812291,43073324
7709522,Sjoman,196321,WTF,25,16,113922518,24065,372819017,League of Order,-,115479888,54392289,31732531,18680998,9116700,498817,235239185,20,21473,103921,126,1452507419,1592794791,1109596907,1601733585,2599,110000000,22,59878,6554488003,6705322229,4720827405,3867539925,-,117215523,230453702,4918101,2290941,17925078
10042520,ᴹˢᵍ 뿔 충 이,275330,BTX',25,99,113910391,24065,685464759,Springwardens,380654,136308161,55162082,31732531,18680998,8334780,3310260,450479453,574,117897,153475,558,254479463,370127593,220806234,2256858790,2088,542292043,114,55399,9210320150,9174172832,7315399130,6095796585,-,346661579,199699443,37527100,23070575,77353626
9741567,ᵍᵃᵐᵐᵃ BBAKU,240040,NTS,25,49,113878278,24065,536391362,Springwardens,-,121334008,56154929,31732531,18423928,7566890,5681231,464676049,1283,120259,183528,1403,1927235335,2016165224,1249742802,5209598153,2053,490222739,99,125166,13532919182,13272559497,8631901084,7837451000,-,204941641,200404641,16473199,13089718,100090748
5237630,Lynx 25,196321,WTF,25,16,113819139,24065,138466053,Wilderburg,-,113819139,55060890,31732531,18680998,8024720,279029,234819510,16,57647,94368,99,3488244321,3589204600,2296551707,2160844562,277,21657464,13,117035,7356259705,7968684884,4635512901,4812024294,-,65941356,59908007,1335235,561526,10708800
6877075,1000101,275330,BTX',25,99,113807256,99,533609539,League of Order,-,113807256,57842227,31732531,18307288,5925210,2851638,366522759,33,64365,279863,644,1131976494,1276009897,898334182,833675876,11,726759893,217,104490,5433259185,5382049210,3760761021,3240792858,-,281721955,202642003,6064288,3771446,39415911
1593881,Ravæleÿn,302194,TFS,25,40,113801934,24065,831688392,Wilderburg,-,124317684,53810500,31734406,18680998,9575630,3283306,587038066,1508,140078,205498,1392,1794774053,1186222245,1222504134,4058697405,888,1196476160,292,109431,18119813179,14774693546,8724727816,9878338864,-,298499853,324608397,64068158,66276707,77510729
10410012,ˢᶦᵍᵐᵃVerry Dizzy,240040,NTS,25,49,113782572,24065,235944227,League of Order,-,113782572,56485963,31732531,18680998,6883080,7007638,449917708,856,133231,137538,168,3632536842,3593255190,1420688975,2463055034,4709,134101280,27,67436,12248005101,12401544290,6307537023,6307181019,-,126980760,83292999,1836987,2638199,20962106
6384140,Kits,275330,BTX',25,99,113737164,24065,650356674,League of Order,-,113849914,53318525,31732531,18680998,10005110,2009780,506162311,385,94049,161776,766,372229615,369056280,302655926,1267635693,2159,2037729173,447,112372,10484420030,10647906391,6698491031,6270030029,-,217070778,284432109,5722132,10355460,132568372
14322410,ᴸᵉᴺᴰ tt1979,267593,NxW,25,375,113725996,24065,595934380,League of Order,-,115725926,56312177,31732531,18680998,7000290,989526,306815887,48,42790,220426,297,2256706996,2284342293,1386161372,5058254537,8521,75000000,15,158703,10415477969,10383043054,7730676470,5573164572,-,204991179,315481493,13810698,3646776,57980006
4143591,ᵁᶜʰᶦʰᵃ MaDaRa,305335,WB_A,25,249,113661399,24065,971886125,Springwardens,-,138808804,54214410,31732531,18680998,9033460,2137627,726757954,578,146766,215867,924,2211439484,2504958579,1467296418,8351124767,24636,4514360100,911,175889,19208793633,19670209750,11636873948,8267394258,-,413592885,454076302,15357802,12185285,76473949
8167052,F2P SkillPlayer,267593,NxW,25,375,113612330,24065,1320051501,Wilderburg,-,168064427,54444071,31732531,18680998,8754730,8847397,768274543,278,275350,499411,1307,1899551186,1428171724,1147897150,9185939952,1413,14468649630,2908,103023,30922676009,19147883368,17198751877,12687077120,-,918272332,287813690,14320807,10717231,88658649
15191751,亗 Boopboop,267593,NxW,25,375,113462372,24065,386549508,Wilderburg,-,121547622,57119355,31732531,16355836,8254650,1852635,252943021,221,59070,122480,607,548619993,425648160,385589273,1128101553,32,395996000,81,89431,9125928883,8091030782,6403638044,4713619147,-,142557129,217136148,8749364,2399509,15648768
